天干1,天干2,天干3,天干4,地支1,地支2,地支3,地支4,性别,合并,得分,评语
4,2,10,2,8,10,10,6,2,坤丁丑癸丑辛酉癸巳,4,杀人的案例很少，到现在为止，被杀之人在命局中是哪个字，很难定义。这个盘，按反馈看有迹可寻。下面是主要事情：大专。20岁丙申到娱乐场所做陪酒陪唱赚些? ?钱的工作、认识一个男友很帅、开始恋爱期间被一个老板看上、在金钱的诱惑下陪睡，这个老板财大气粗、不把命主当人看、为了钱财只能忍耐。21岁丁酉二月、命主伙同恋爱男友加男友的一个朋友、一起约好一个地点、殴打老板要出钱财后、把老板打死分解尸体扔掉。因为人失踪了、家人寻找、发现银行卡里的钱被那走、这个线索、很快找到了命主一伙。22岁戊戌由于主要杀人是男友、命主和男友的朋友是合伙人、男友判死刑、命主和男友的朋友判死缓无期徒刑。另类案例，有兴趣的可以参考：坤造：丁丑?癸丑?辛酉?癸巳（空子丑）胎元：甲辰??命宫：辛亥大运：甲寅8??乙卯?丙辰?丁巳?戊午?己未?庚申辛酉日元生癸丑月，印星当令月上透食神，天干食神制杀，地去巳生丑，官印相生，癸在丑月是余气，时上癸巳食被巳中戊克。命局表现两种象，一制杀，二印制食神，这是一个矛盾的特征。因此要看命局想要表达什么，不是我们自己认为怎样。巳酉丑会金局，印当令所以杀应该制。问乙卯运丙申丁酉年何事？答：被强暴。实际为钱下海被老板虐后，与男友分尸老板。乙卯运卯酉冲禄，酉是座下，命主本人的事。命中要制杀，无财杀当财看，七杀是老男人，杀当财看有钱的老板，丁丑癸丑，丑伏吟一个象，丑是比劫库透丁杀，与老板发生关系，食制杀是为钱。丁酉年杀克禄，禄又被财冲断被强暴很合理。此盘只不过给钱，过程不被当人。癸卯月食透克丁，老板被杀，很合理。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,11,5,11,2,8,9,7,2,坤丙戌戊戌乙未壬午,4,大龙盲派六爻群2020年8月开办，到现在6年，一直坚持打真擂，出题答案只有出题人一人知道，大龙盲派六爻群是全网第一个公开打真擂的六爻群。从开始的300多人，能坚持到现在的只有四五十人。大龙盲派六爻群擂题有三问，不是一问那种猜答案可以，上榜是真功夫。晚上通过冠军老师分析六爻易理，大家互相学习，不断总结，培养很多优秀卦师，现实中执业给人解忧。反馈：06年戌年出生，从出生到现在一直躺在床上，跟植物人差不多，20岁的人，看上去像个十一，二的孩子。出生一个多月胳膊被开水烫了，就出现这个意外，齐南人民医院查的说是脑神经衰死。反答与大脑有关的有分从六爻看，问06年小孩身休，是父母测以子孙为用神，应爻兄弟是子孙原神，申金临白虎空亡，病在金水，三爻申发动，临勾陈，是纠葛牵连，取精神血液病。病是因开水烫引起，植物人。那年得病，正常看六爻疾病，是问近几年的事，一出生得病，没人断对。二十年了，这病无解。申被世克，世下伏财生旺官，克原神申。子孙伏在父母下，一直受克。题目同时提供八字，下面从命理上分析：坤造：丙戌?戊戌?乙未?壬午（空辰巳）胎元：己丑??命宫：庚子大运：丁酉9??丙申?乙未?甲午?癸巳?壬辰乙未日元生戊戌月，财星当令月上透财，地支食神生财，一火三土财重。天干伤官生财又透印，如若无印伤官泄身生财，必然从财，现在透印克伤官破局，又坐比劫库，弱而不从。从先天命局来看，年上伤官泄身生财，财克印，病在丙火，伤官主思想，是头脑。印壬水受制，水是血液方面的病。能治好吗？八字看财重坏印是夭命，不会治疗好。丙申运官旺，庚戌流年透官，乙庚合官，庚是什么？庚是刀合是架在脖子上面，戌刑未去根，大凶之兆。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,4,7,7,6,8,2,12,2,坤己卯庚午己未乙亥,5,这是锦老师提供的一手案例，反馈一看与命盘符合。问题很多，看白了我两根头发。经过大龙盲派八字打擂群，学习提高，老师们答得都很好。都学过刑冲破合害，刑又自怎样？冲又怎样？一用不灵，具体用法，各派有传承，当然大龙盲派有自己的秘传用法。本文用破合实例，揭示一个不堪回首的女命。坤：己卯?庚午?己未?乙亥（空子丑）胎元：辛酉??命宫：丙子大运：辛未1?壬申?癸酉?甲戌己未日元生庚午月，月上见禄透伤官，午未合，身强体旺。时上乙亥，喜伤官生财，年上己卯破午禄，己从午中出生庚伤。问父母兄妹几个？18年19年？有没有钱，什么工作？答：父母感情不和离婚，有兄妹，18，19年下风尘，灰色，小三之类，存不了钱。午为母，庚为父，庚在午死地，母克父。要年上己生，时上乙克己，庚立不住，父母不合离婚。午是己禄，在月上，应该不是独子。18年卯戌合，戌是印库，比劫克财。克财破财，被娱媒公司骗签合同，欠大额赔偿金。从此风尘中滚打。女命月上的禄，人人可以碰，容易下海。午是女命的下体，庚伤官也是下体。卯午破，杀是男人，破的关系是伤害，乙庚合，用体合杀，时上乙亥，杀带财。所以日主与杀发生关系，是为钱。乙禄在卯，卯上透己，年己是卯的妻，所以是小三之类。命中庚不完整，行西方运，可以生财，财不会丰，存不下钱。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,9,6,6,3,9,1,7,2,坤甲申己巳丙申甲午,5,上一篇风尘女的案例，很多老师很认可，今天再发一位易友与我探讨的案例，一手盘。征得易友同意，愿意与更多易友分享，我发出来。与大龙私下交流的信息，请放心，我会保证隐私，不会私自外发。坤：甲申?己巳?丙申?甲午（空辰巳）胎元：庚申??命宫：庚午大运：戊辰5?丁卯?丙寅乙丑丙申日元生己巳月，月上见禄透伤官，时上甲午印生阳刃，体旺无疑。喜月上己土伤官泄秀生财，可惜年时双甲印合己伤官，层次不高。?月上己土伤官生财，甲己合，印坏事，思想偏激。反馈初中抑郁症哥腕。财弱行东方运，生火克财，家境普通，反馈对。丁卯运生禄，学历不高，高中，反馈是艺术本科。这是风尘女。巳申合，禄合财，申在年其它人老公。巳申合，巳是申的杀，是小孩，申从年伏到日，夹巳合，申是驿马星，男人往来之象。加上伤官坏，思想偏激挣快钱，没道德底线。反馈甲辰年下海，阳刃克财，钱来的快，花的也快，存不了钱。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
10,4,2,4,1,3,9,9,1,乾癸卯乙卯甲寅壬申,5,阳刃指五阳干帝旺之处，四正子午卯酉为阳刃，五行纯而气盛，盛处藏衰，冲官劫财凶，阳刃多现，越凶。阳刃架杀，食伤泄秀，可以发富贵，但人生波折大。大运流年引动，凶是分尸，轻则伤残。阴天干不存在阳刃，乙在寅是劫财，寅中有戊丙寅，杂而气散，没有刃一说。今天这个案例，是我没换头像时所断，大家可以参考。乾造：癸卯?乙卯?甲寅?壬申（空子丑）胎元：丙午??命宫：戊午大运：甲寅3?癸丑?壬子?辛亥?庚戌?己酉甲寅日元生乙卯月，阳刃当令月上透干头刃，年上癸卯，印生阳刃，阳刃重重必克父，这盘父必不寿，可惜没反馈。这盘克妻吗？可能小不利妻，不算克妻，易友们可以自己研究下。问17年丁酉年何事？答：见生死。己酉大运丁酉年，大运酉冲卯，流年酉冲卯，阳刃引动，刃指刀刃，要么砍入，要么刃崩。动了阳刃劫财官，命中财弱，财亡命灭，因为财为养命之源。反馈：他弟弟林用镰刀搂他的头部，第一刀没楼上，第二刀奔他脖子，楼他地脑瓜顶上。然后他地家属从地点儿出来拿广锹，将弟弟的撵跑。紧接着就上医院，然后捡条命，至今还是植物人。阳刃的凶，不但本人应，引动一方同样凶，其弟弟肯定被刑。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,7,5,1,7,9,7,5,2,坤庚午戊子庚申庚辰,5,李裕丰群主提供的八字都是一手八字，生活周边的人，反馈详细，真实可靠。看过我公众号文章的易友，对李群主应该了解。19年他问投资，发了自己八字，我断要破财，二三年后反馈，破财好几百万。李群主自己是命理爱好者，建了一个群，当时好多人断他要大发，花好几千，开车几千里，找安徽一大师算命，也是大发。一切都是命，不过李群主还是勇对生活，现在还在实业报国。坤：庚午戊子庚申庚辰（空子丑）胎元：己卯??命宫：丙戌大运：丁亥6?丙戌乙酉甲申癸未壬午辛巳庚申日元生戊子月，伤官当令。庚申天地一气，八专日，支三会伤官，八字克夫比较明显，下个大运，甲申，夫宫伏吟，当是应期。问婚姻应期，断壬寅年反馈是丙申，断错。年上庚午，午为正官，被月上伤官冲克，第一个男友肯定不成。丙戌运，七杀座库，有男人出现，能不能成婚？肯定不能，戌冲辰，开了伤官库，必会分手。问甲午年是否分手，反馈分手。甲午年，三庚争财，财生官，官强，冲伤官，水火相冲，双方火气大，必然分手。所以乙酉运，财来合身，才能动婚。断大专，温饱，质检。反馈是大专，温饱，开网店。月上戊子，印虚透，天干三庚分印，学历不高，大专，温饱。问此命特点，断三会伤官，弃婴送人养，反馈是抱养。子月的金，太寒，喜欢年上午火暧局。命不见财，官当财，年上午官，是祖基，也是养命之源。月上伤官冲，这是离祖之象。辰时出生，伤官库辰悔火，三会伤官，应在生时，必是生下没多久送人。看到此处易友，帮点个赞，谢谢。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,5,9,7,1,1,7,7,1,乾庚辰壬午甲子庚午,5,这群里遇到一位易友，他会一些命理，当然分辨不了书中讲的什么是对，什么是错。子午双包子不冲午，地支符合火炽乘龙，和子午双包格诗句中的午多见辰更相宜，这些格式化的命理条文，时准时不准，准不知为什么，不准不知为什么。今天来看这一手盘，精神病。乾造：庚辰?壬午?甲子?庚午（空戌亥）胎元：癸酉??命宫：辛巳大运：癸未3?甲申?乙酉?丙戌甲子日元生壬午月，伤官当令月上透印，时上庚午，双伤官泄气，喜印印被双午冲，年上庚辰双午生辰变墓子水，命中水受伤重。印是祖基，家境一般，学历不会高，行西方运生印。双午冲子，水火交战，午是伤官代表思想，精神容易有病。断庚子年冲午，得病。反馈是壬寅年。没有细问，庚子年有没有精神上问题。壬寅年，寅木化子水生午火，印受制，伤太重，精神病。易友自己讲伤官伤尽，实际这盘杀能制尽？杀生印为喜，如制尽杀，精神上不是现在这样，控制能正常交流。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,6,7,11,1,5,1,11,1,乾丁巳庚戌甲辰甲戌,5,大龙盲派八字群422期，是思静老师提供的一手八字，反馈与八字符合，详细，及时，感恩思静老师辛苦值班！总分160分，140分以上的冠军，110分以上的亚军。很明显，上榜老师的得分都很高，经过多年的实战，各位老师命理水平提高很多。上面视频是各位上榜老师命理分享录屏，有兴趣的易友可以观看，想要八字实战的易友，欢迎加入大龙盲派八字实战群。乾：丁巳　庚戌　甲辰　甲戌（空寅卯）胎元：辛丑??命宫：丁未大运：　己酉3　戊申　丁未　丙午　乙巳　甲辰甲辰日元生庚戌月，财星当令，月令财生杀透，支三重土，食神盗气，很明显财重，喜印印不现，好在时上透比却，可以安身立命，也算勤干之人。财重无印，层次温饱，学历不高，喜印，印入墓，两戌冲辰，印墓也坏，工作不可能有贵气。这个八字婚不易看，双戌冲辰，妻宫双冲，离婚之象，好在时上甲透克座下戌，所以答的一婚。反馈是夫妻双方不在一起工作，经常分开，也应了双戌冲辰。此命最难的就是壬申年父亡，毕竟财当令食伤生财，印入墓，被冲两次，答这题时，是母亡还是父亡，我思考了有十几分钟，中间一度间隔几十分钟，正应了台上一分钟，台下十年功。毫无疑问，月上戌土就是父亲，时上戌土是继父。年上丁火相生，月上透庚杀盗气。戌月土当令，支三重土一火，初一看没有毛病。戌月丁入墓，辰冲戌，戌中丁火坏，月上庚盗气。如果父要出问题，一是大运坏了丁火，二是大运庚见根，泄尽戌土。戊申运壬申年，戊从巳中戌中出，大运虚透，命局土实大运怕虚，凶象毕露。流年壬申，庚金见根，泄尽大运的戊。大运申中壬水藏而不透，壬申年壬水透干，申化土生水，印的力量非常大，引动比却甲木，克财，父亡。大龙盲派以理服人！八字的开始是理，所以学命理的基础是理法。反馈后的命理分享，验证了父亡的推理，思维发散，灵识喷涌，当场实断，有继父，继父老婆亡，有小孩。反馈是有继父，其它二项不便找命主反馈。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,8,8,4,7,5,8,6,1,乾辛未辛卯庚辰辛巳,5,这个案例看样子是转发的，没有其它细节。缅北电诈园，国内黑黑有名，这我们不敢参观，来赏析一个缅北电诈犯的八字，算是另一种兴致。乾造：辛未?辛卯?庚辰?辛巳（空申酉）胎元：己酉??命宫：丁酉大运：庚寅2 ?己丑?戊子?丁亥庚辰日元生辛卯月，财当令月上比劫，天干比劫一片虚透。月上比劫克财，年上辛未，比劫制财库，时上辛巳，阳刃架杀。命盘全是想制财官，座下印星，卯辰穿，财坏印。品德败坏，无法无天，嚣张跋扈，格局低下，违法信息明显。问癸卯年何事？答牢狱，反馈是。尽管比劫一片虚透，制财官，但是比劫不能坏。丁亥运癸卯年，大运丁克辛，亥卯未三合，财旺想发财。比劫坏，无取财手段，只能非法取财。癸卯年，卯辰穿，财生杀旺，诈骗被抓。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,11,6,12,1,7,5,5,1,乾丙戌己亥甲午戊辰,5,这是心安老师一手案例，一位盲师，儿子痴呆，结了三次婚。乾：丙戌?己亥?甲午?戊辰（空辰己）胎元：庚寅??命宫：庚寅大运：庚子8 ?辛丑?壬寅?癸卯?甲辰?乙巳?丙午甲午日元生己亥月，印星当令，月上透财。座下伤官，天干财星混杂，食神泄气，虽印星当今，土来浊水，较显无情。问工作，首先此造一眼看去无富贵，这没有争议。以胎元命宫来看，午临小耗，丙辛合，丑戌刑，辰戌冲，食伤库坏，这是先天眼盲之象。观其行运，东南向，日元有生扶，断是盲师，反馈是盲师。其子痴呆，与命局完全符合。官在戌中，被丙合制，以子孙宫来讲，临大耗，都是不吉。财来坏印，三婚无贤妻。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,2,3,9,10,6,3,5,2,坤辛丑丙申癸巳丙辰,5,这是群里老师发的一个案例，是一位大师自吹的案例。命主母亲找它算命，断小孩有残疾，活不过27年。大龙盲派断生不断死，无论求测者出于什么目的，断对断错对命主本人都会产生重大影响。命主母亲听到这样，可见内心的煎熬并且我个人认为命主27年不会死。坤造：辛丑?丙申?癸巳?丙辰（空午未）胎元：丁亥??命宫：癸巳大运：丁酉9 ?戊戌?己亥?庚子癸巳日元生丙申月，印当令月上透财，癸巳自合财官，时上丙辰，财生官，天干双财合克辛印。按地支来看，印当令，没毛病。天干两丙合辛，辛生癸，所以辛坏癸受伤。年上辛丑，是入墓还在座根通库？这决定命局的主要关键之一，辛在申月，金当令，辛得令丑以库论。丙辛合，丙对辛的合克会怎样？查看命主是立秋后6天生，丙有热气，辛是太岁受克，估计有先天性的病，比如心脏。癸巳合克财，辰丑土泄火生申，所以巳中庚不会坏。丁未年，冲辛丑，虽有冲克但命不犯绝，肯定不会死。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
